state;account_length;area_code;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;churn
MS;136;area_code_415;no;yes;24;174,6;76;29,7;176,6;114;15,0;214,4;91;9,7;8,8;5;2,4;2;no
IA;75;area_code_415;no;no;0;138,5;110;23,6;153,2;86;13,0;215,6;103;9,7;11,1;7;3,0;1;no
WY;146;area_code_408;no;no;0;109,0;69;18,5;265,8;98;22,6;228,3;80;10,3;12,6;2;3,4;1;no
NE;105;area_code_408;no;no;0;162,3;99;27,6;212,5;95;18,1;214,7;114;9,7;11,1;8;3,0;4;no
ND;48;area_code_415;no;no;0;210,8;84;35,8;189,6;98;16,1;157,6;99;7,1;16,4;3;4,4;2;no
CT;45;area_code_415;no;no;0;142,4;107;24,2;318,7;78;27,1;224,1;108;10,1;11,1;7;3,0;1;no
CT;33;area_code_510;no;no;0;182,5;65;31,0;232,1;96;19,7;149,2;82;6,7;7,5;2;2,0;2;no
ND;68;area_code_408;no;no;0;219,6;97;37,3;141,1;144;12,0;205,7;101;9,3;10,8;4;2,9;2;no
WA;106;area_code_408;no;no;0;193,6;66;32,9;238,2;82;20,3;176,4;107;7,9;12,9;3;3,5;0;no
KS;94;area_code_510;no;yes;28;233,2;88;39,6;113,3;102;9,6;118,0;71;5,3;16,1;4;4,4;0;no
CO;65;area_code_510;no;no;0;158,8;53;27,0;188,5;132;16,0;189,3;87;8,5;9,8;4;2,7;2;no
MO;85;area_code_415;no;no;0;126,1;112;21,4;274,7;126;23,4;184,4;95;8,3;9,8;4;2,7;1;no
MA;71;area_code_510;no;no;0;290,4;108;49,4;253,9;92;21,6;263,3;126;11,9;10,1;5;2,7;3;yes
NY;112;area_code_408;no;yes;30;60,6;113;10,3;165,9;96;14,1;132,8;99;6,0;13,3;7;3,6;0;no
AK;110;area_code_415;no;no;0;148,4;95;25,2;193,8;98;16,5;206,0;106;9,3;6,9;6;1,9;0;no
WI;111;area_code_415;no;no;0;246,5;108;41,9;216,3;89;18,4;179,6;99;8,1;12,7;3;3,4;2;no
NH;74;area_code_408;no;no;0;298,1;112;50,7;201,3;100;17,1;214,7;88;9,7;9,7;4;2,6;2;yes
TN;105;area_code_510;no;no;0;119,3;82;20,3;185,1;111;15,7;157,0;74;7,1;10,9;4;2,9;2;no
NY;40;area_code_408;no;no;0;242,5;82;41,2;232,9;97;19,8;154,0;86;6,9;9,6;7;2,6;0;no
GA;128;area_code_408;yes;yes;18;222,1;89;37,8;160,6;109;13,7;218,8;102;9,9;13,6;2;3,7;0;yes
MN;123;area_code_408;no;no;0;236,2;135;40,2;273,9;88;23,3;227,0;77;10,2;10,1;6;2,7;2;yes
MI;122;area_code_510;no;no;0;144,2;87;24,5;212,2;74;18,0;169,3;87;7,6;9,5;4;2,6;0;no
ID;114;area_code_408;no;yes;19;154,6;100;26,3;241,6;109;20,5;160,0;112;7,2;12,6;1;3,4;3;no
CT;102;area_code_415;no;yes;25;137,4;100;23,4;176,7;83;15,0;188,2;93;8,5;10,2;6;2,8;2;no
NC;126;area_code_415;no;no;0;103,7;93;17,6;127,0;107;10,8;329,3;66;14,8;14,4;1;3,9;0;no
LA;150;area_code_415;no;no;0;136,6;112;23,2;209,4;81;17,8;161,1;78;7,3;12,2;2;3,3;4;yes
NJ;60;area_code_408;no;no;0;289,8;101;49,3;255,6;115;21,7;242,8;76;10,9;11,7;4;3,2;2;yes
TX;123;area_code_408;no;no;0;260,9;85;44,4;168,5;103;14,3;178,3;91;8,0;13,3;5;3,6;3;no
MD;29;area_code_510;no;no;0;195,6;71;33,3;126,4;74;10,7;148,6;87;6,7;14,2;4;3,8;1;no
WY;111;area_code_415;no;no;0;222,2;96;37,8;162,5;111;13,8;184,9;120;8,3;11,9;7;3,2;4;no
TX;37;area_code_510;yes;no;0;172,9;119;29,4;183,0;86;15,6;226,4;100;10,2;9,8;1;2,7;0;yes
CA;111;area_code_408;no;no;0;249,8;109;42,5;242,4;106;20,6;231,8;78;10,4;11,6;4;3,1;0;yes
UT;81;area_code_510;no;no;0;154,5;84;26,3;216,2;91;18,4;229,8;82;10,3;13,7;3;3,7;1;no
WA;46;area_code_510;no;no;0;90,4;108;15,4;276,2;77;23,5;146,5;111;6,6;12,7;2;3,4;1;no
MS;69;area_code_510;no;yes;27;268,8;78;45,7;246,6;89;21,0;271,9;102;12,2;16,4;3;4,4;0;no
OH;125;area_code_408;no;no;0;106,1;95;18,0;157,6;113;13,4;192,5;69;8,7;8,1;3;2,2;1;no
KS;43;area_code_415;no;no;0;27,0;117;4,6;160,9;97;13,7;279,5;96;12,6;10,7;3;2,9;3;no
IN;94;area_code_510;no;no;0;245,0;112;41,7;180,4;91;15,3;262,9;105;11,8;9,7;6;2,6;1;no
VT;46;area_code_408;no;no;0;196,7;85;33,4;205,9;74;17,5;216,6;112;9,8;11,2;5;3,0;3;no
MT;73;area_code_408;no;yes;26;131,2;98;22,3;106,5;97;9,1;221,7;96;10,0;10,2;6;2,8;2;no
CT;146;area_code_408;no;yes;23;149,6;96;25,4;239,8;124;20,4;293,5;135;13,2;7,4;4;2,0;2;no
NM;93;area_code_415;no;no;0;239,8;70;40,8;251,8;99;21,4;168,6;112;7,6;10,9;10;2,9;1;no
OH;52;area_code_408;no;yes;31;142,1;77;24,2;193,0;97;16,4;253,4;88;11,4;11,0;4;3,0;1;no
MN;129;area_code_510;no;yes;31;193,0;99;32,8;224,8;87;19,1;197,6;91;8,9;10,3;8;2,8;2;no
CT;94;area_code_415;no;no;0;206,1;49;35,0;224,6;115;19,1;256,7;74;11,6;13,0;1;3,5;1;no
AL;100;area_code_415;no;no;0;160,3;138;27,3;221,3;92;18,8;150,4;120;6,8;11,2;2;3,0;0;no
WV;43;area_code_415;no;no;0;199,9;108;34,0;288,4;80;24,5;180,6;103;8,1;11,3;7;3,1;1;no
NH;130;area_code_415;no;no;0;213,1;105;36,2;206,2;108;17,5;163,4;93;7,4;8,9;3;2,4;0;no
WY;124;area_code_415;no;no;0;178,3;102;30,3;235,0;120;20,0;239,7;119;10,8;10,9;1;2,9;3;no
VA;92;area_code_510;yes;no;0;252,3;120;42,9;207,0;112;17,6;284,6;95;12,8;12,0;5;3,2;3;yes
VT;48;area_code_415;no;no;0;197,7;64;33,6;136,7;126;11,6;244,4;81;11,0;13,2;5;3,6;4;no
OH;98;area_code_510;no;yes;29;111,1;105;18,9;217,9;101;18,5;248,1;108;11,2;6,6;3;1,8;2;no
MT;100;area_code_415;no;no;0;96,5;86;16,4;210,2;133;17,9;146,4;106;6,6;12,5;3;3,4;1;yes
VA;164;area_code_415;no;no;0;123,3;78;21,0;170,0;85;14,5;165,9;78;7,5;12,7;2;3,4;1;no
NM;105;area_code_415;no;no;0;193,7;108;32,9;183,2;124;15,6;293,7;72;13,2;10,8;5;2,9;1;no
AR;89;area_code_408;yes;no;0;206,9;134;35,2;167,7;105;14,3;155,7;86;7,0;10,9;4;2,9;0;no
NE;126;area_code_415;no;no;0;249,8;96;42,5;261,9;92;22,3;166,8;108;7,5;12,7;4;3,4;3;yes
WY;96;area_code_408;no;no;0;144,0;102;24,5;224,7;73;19,1;227,7;91;10,3;10,0;7;2,7;1;no
IA;120;area_code_415;no;yes;33;299,5;83;50,9;163,4;84;13,9;146,7;88;6,6;11,6;5;3,1;0;no
SC;212;area_code_415;no;no;0;226,0;127;38,4;304,6;83;25,9;181,2;132;8,2;12,6;4;3,4;2;yes
NC;72;area_code_415;no;no;0;137,6;106;23,4;143,5;94;12,2;273,7;110;12,3;9,6;6;2,6;2;no
HI;155;area_code_415;yes;yes;26;211,7;121;36,0;139,2;123;11,8;146,7;89;6,6;11,1;3;3,0;1;no
UT;89;area_code_415;no;no;0;89,7;80;15,3;179,8;81;15,3;145,7;120;6,6;9,5;4;2,6;2;no
WY;126;area_code_408;yes;no;0;197,6;126;33,6;246,5;112;21,0;285,3;104;12,8;12,5;8;3,4;2;no
AL;172;area_code_408;no;no;0;270,0;102;45,9;256,6;111;21,8;168,5;104;7,6;12,0;5;3,2;2;yes
VA;75;area_code_415;no;no;0;224,7;116;38,2;192,0;79;16,3;212,2;98;9,6;11,3;11;3,1;3;no
WI;143;area_code_510;no;no;0;194,3;99;33,0;123,6;133;10,5;229,5;99;10,3;10,2;2;2,8;2;no
FL;166;area_code_510;yes;no;0;47,7;89;8,1;264,4;95;22,5;235,2;97;10,6;13,2;3;3,6;0;yes
KS;132;area_code_415;no;no;0;190,1;105;32,3;182,2;116;15,5;279,8;105;12,6;13,0;2;3,5;1;no
NV;94;area_code_408;yes;no;0;89,5;94;15,2;339,9;106;28,9;172,9;76;7,8;7,9;1;2,1;1;yes
NY;99;area_code_415;no;no;0;182,6;83;31,0;154,5;111;13,1;196,0;57;8,8;12,1;5;3,3;0;no
VA;136;area_code_415;no;yes;35;205,5;86;34,9;298,5;119;25,4;214,2;104;9,6;6,9;4;1,9;1;no
KS;119;area_code_415;no;no;0;231,5;82;39,4;266,9;97;22,7;211,0;118;9,5;7,4;10;2,0;1;no
NC;115;area_code_510;yes;no;0;251,3;69;42,7;252,5;96;21,5;118,3;112;5,3;9,9;1;2,7;3;yes
MO;160;area_code_415;no;no;0;171,2;103;29,1;243,5;121;20,7;178,2;92;8,0;13,0;3;3,5;2;no
CA;120;area_code_510;no;no;0;134,8;94;22,9;204,1;106;17,4;238,4;109;10,7;6,7;8;1,8;1;no
WV;173;area_code_415;no;no;0;191,4;114;32,5;168,5;138;14,3;109,3;99;4,9;10,3;3;2,8;1;no
IL;156;area_code_415;no;no;0;174,5;65;29,7;197,4;116;16,8;238,5;86;10,7;10,6;2;2,9;0;no
NY;70;area_code_415;no;no;0;177,4;125;30,2;226,2;104;19,2;254,1;72;11,4;10,9;4;2,9;0;no
NV;41;area_code_510;no;no;0;182,1;89;31,0;211,5;104;18,0;207,4;124;9,3;6,8;1;1,8;1;no
AL;132;area_code_408;no;no;0;222,4;85;37,8;165,4;76;14,1;208,4;97;9,4;11,2;4;3,0;0;no
UT;93;area_code_415;no;no;0;164,9;68;28,0;210,4;86;17,9;229,4;104;10,3;7,8;4;2,1;2;no
OH;109;area_code_415;no;no;0;193,6;58;32,9;148,7;115;12,6;282,5;105;12,7;13,1;1;3,5;2;no
WY;80;area_code_510;no;no;0;101,1;121;17,2;263,2;110;22,4;137,7;74;6,2;7,3;5;2,0;0;no
NM;54;area_code_415;no;yes;24;92,3;88;15,7;193,1;98;16,4;99,3;119;4,5;11,6;3;3,1;2;no
AL;121;area_code_415;no;no;0;168,9;128;28,7;123,9;99;10,5;266,3;105;12,0;2,9;7;0,8;2;no
DC;157;area_code_510;no;yes;29;219,2;102;37,3;206,0;109;17,5;192,4;117;8,7;15,0;5;4,1;1;no
AR;138;area_code_510;no;no;0;146,5;101;24,9;284,5;142;24,2;176,0;98;7,9;14,0;6;3,8;3;no
ID;92;area_code_415;no;yes;31;172,3;116;29,3;266,2;91;22,6;228,2;90;10,3;11,8;5;3,2;1;no
TX;126;area_code_415;no;no;0;190,9;143;32,5;149,7;72;12,7;191,4;87;8,6;13,0;3;3,5;1;no
NM;41;area_code_415;no;no;0;232,1;74;39,5;327,1;88;27,8;226,5;119;10,2;10,9;2;2,9;3;yes
WA;167;area_code_415;no;no;0;169,2;124;28,8;173,3;108;14,7;216,5;64;9,7;12,4;4;3,4;4;yes
UT;91;area_code_510;no;no;0;123,8;107;21,1;319,0;125;27,1;237,6;78;10,7;7,3;4;2,0;2;no
RI;127;area_code_510;no;no;0;96,0;117;16,3;177,0;68;15,1;162,2;127;7,3;9,7;4;2,6;3;no
NC;88;area_code_408;no;yes;27;93,4;106;15,9;252,0;92;21,4;189,0;104;8,5;10,9;1;2,9;1;no
RI;113;area_code_415;no;no;0;90,6;130;15,4;170,6;100;14,5;137,4;74;6,2;5,4;9;1,5;1;no
NY;78;area_code_510;no;no;0;152,9;81;26,0;256,6;82;21,8;173,6;112;7,8;5,3;6;1,4;2;no
DE;136;area_code_408;yes;yes;29;85,2;98;14,5;230,4;85;19,6;243,6;104;11,0;9,0;3;2,4;2;no
MS;68;area_code_415;no;yes;34;160,0;72;27,2;184,5;119;15,7;208,3;101;9,4;6,1;10;1,7;1;no
OH;132;area_code_415;no;yes;10;182,9;54;31,1;292,4;68;24,9;142,3;116;6,4;11,5;4;3,1;0;no
WA;110;area_code_415;no;no;0;241,2;105;41,0;174,3;85;14,8;245,3;59;11,0;8,5;4;2,3;2;no
WV;121;area_code_510;no;no;0;177,2;142;30,1;123,5;88;10,5;213,2;51;9,6;8,4;6;2,3;1;no
NY;116;area_code_510;no;no;0;89,5;128;15,2;180,8;137;15,4;193,1;94;8,7;14,0;3;3,8;2;no
NE;112;area_code_415;yes;yes;16;200,3;72;34,1;197,8;91;16,8;151,1;92;6,8;10,4;3;2,8;1;no
PA;97;area_code_510;yes;no;0;145,0;103;24,7;294,3;93;25,0;239,8;120;10,8;11,0;2;3,0;4;yes
MS;43;area_code_510;no;no;0;159,5;99;27,1;119,7;149;10,2;173,9;126;7,8;6,8;3;1,8;2;no
IN;110;area_code_415;no;no;0;151,8;106;25,8;138,0;126;11,7;233,5;112;10,5;11,2;8;3,0;3;no
VA;67;area_code_408;no;no;0;176,2;120;30,0;236,0;138;20,1;152,5;104;6,9;10,6;4;2,9;1;no
MN;166;area_code_408;no;no;0;152,1;95;25,9;121,0;105;10,3;198,0;126;8,9;9,8;5;2,7;0;no
DE;129;area_code_408;no;no;0;161,3;122;27,4;220,6;95;18,8;224,7;104;10,1;9,6;3;2,6;1;no
OR;103;area_code_510;yes;no;0;171,7;78;29,2;144,5;86;12,3;157,9;106;7,1;6,8;3;1,8;3;no
UT;71;area_code_415;no;no;0;278,9;110;47,4;190,2;67;16,2;255,2;84;11,5;11,7;7;3,2;0;yes
CT;112;area_code_415;no;yes;27;213,0;121;36,2;226,2;101;19,2;189,8;99;8,5;11,1;3;3,0;4;no
TX;98;area_code_415;no;no;0;217,2;121;36,9;303,4;73;25,8;197,1;71;8,9;12,4;2;3,4;0;yes
CT;90;area_code_415;no;no;0;175,9;111;29,9;285,2;115;24,2;150,8;122;6,8;13,0;7;3,5;1;no
AR;58;area_code_415;no;no;0;238,9;107;40,6;187,2;88;15,9;181,1;84;8,2;11,8;3;3,2;2;no
MI;116;area_code_408;no;no;0;133,3;94;22,7;247,8;126;21,1;219,0;78;9,9;11,3;5;3,1;5;yes
DE;87;area_code_415;no;no;0;177,2;72;30,1;248,9;105;21,2;200,8;87;9,0;8,6;7;2,3;3;no
FL;120;area_code_415;no;no;0;184,5;103;31,4;209,0;86;17,8;169,7;70;7,6;10,2;6;2,8;2;no
AK;97;area_code_415;no;yes;24;176,1;109;29,9;159,4;81;13,6;269,1;94;12,1;12,1;9;3,3;0;no
ID;134;area_code_415;no;no;0;204,7;108;34,8;143,1;105;12,2;165,8;84;7,5;11,0;4;3,0;6;no
OH;68;area_code_510;no;no;0;143,6;80;24,4;134,3;65;11,4;215,6;84;9,7;15,5;5;4,2;2;no
NH;93;area_code_408;no;no;0;179,3;93;30,5;188,8;65;16,1;253,2;88;11,4;12,1;5;3,3;1;no
MA;120;area_code_415;no;no;0;137,3;100;23,3;212,2;129;18,0;152,7;92;6,9;10,5;2;2,8;1;no
SC;41;area_code_408;no;no;0;237,8;92;40,4;223,5;155;19,0;217,4;90;9,8;10,2;6;2,8;2;no
OR;80;area_code_510;no;no;0;203,7;92;34,6;216,4;97;18,4;154,2;66;6,9;7,6;5;2,1;2;no
OH;83;area_code_415;no;yes;25;191,3;95;32,5;250,7;136;21,3;249,4;86;11,2;17,6;5;4,8;2;no
NC;109;area_code_510;yes;no;0;209,1;141;35,6;205,0;93;17,4;119,4;111;5,4;7,8;3;2,1;2;no
KY;66;area_code_510;no;yes;33;88,8;104;15,1;109,6;94;9,3;172,7;107;7,8;7,1;9;1,9;3;no
ID;104;area_code_510;no;no;0;97,2;88;16,5;155,6;85;13,2;261,6;105;11,8;12,4;5;3,4;0;no
WA;89;area_code_510;no;no;0;137,9;96;23,4;192,6;63;16,4;255,7;125;11,5;11,0;5;3,0;1;no
WV;127;area_code_510;no;no;0;224,3;112;38,1;185,7;103;15,8;159,4;83;7,2;10,0;1;2,7;2;no
RI;117;area_code_408;no;yes;13;207,6;65;35,3;152,7;77;13,0;232,8;95;10,5;9,7;3;2,6;1;no
KS;128;area_code_510;no;no;0;268,1;95;45,6;120,5;126;10,2;220,8;121;9,9;14,4;6;3,9;2;no
NV;88;area_code_415;no;no;0;166,7;61;28,3;179,3;88;15,2;242,7;131;10,9;6,8;7;1,8;4;yes
NE;61;area_code_408;no;no;0;267,1;104;45,4;180,4;131;15,3;230,6;106;10,4;17,3;4;4,7;1;yes
FL;22;area_code_415;no;no;0;181,8;108;30,9;198,6;148;16,9;206,6;96;9,3;9,3;3;2,5;2;no
WY;78;area_code_415;no;no;0;147,1;80;25,0;199,7;100;17,0;160,7;106;7,2;13,7;7;3,7;0;no
WA;56;area_code_415;no;yes;29;37,7;115;6,4;144,1;111;12,3;226,6;101;10,2;4,9;3;1,3;1;no
CO;192;area_code_415;no;no;0;185,0;88;31,5;224,9;98;19,1;212,4;105;9,6;11,4;3;3,1;2;no
WI;70;area_code_415;no;no;0;156,4;108;26,6;171,0;116;14,5;196,1;96;8,8;8,6;4;2,3;2;no
RI;65;area_code_415;no;yes;29;215,5;129;36,6;161,9;77;13,8;128,3;91;5,8;8,8;5;2,4;2;no
MT;119;area_code_510;no;no;0;134,9;70;22,9;211,5;74;18,0;188,5;105;8,5;11,3;6;3,1;1;no
CO;80;area_code_415;no;no;0;194,8;116;33,1;209,9;93;17,8;194,1;100;8,7;12,8;3;3,5;0;no
CT;152;area_code_408;no;yes;20;239,1;105;40,7;209,1;111;17,8;268,2;130;12,1;13,3;3;3,6;5;no
FL;113;area_code_510;no;no;0;92,6;85;15,7;177,6;92;15,1;159,8;72;7,2;14,4;4;3,9;3;no
VT;75;area_code_510;no;no;0;209,4;133;35,6;211,5;121;18,0;291,2;123;13,1;7,2;4;1,9;1;no
OH;80;area_code_415;no;no;0;197,6;83;33,6;164,5;86;14,0;94,0;98;4,2;6,4;6;1,7;1;no
RI;63;area_code_415;yes;no;0;62,9;112;10,7;202,9;111;17,3;259,0;58;11,7;8,9;8;2,4;1;no
FL;97;area_code_415;no;yes;28;202,3;97;34,4;69,2;84;5,9;257,6;64;11,6;6,7;3;1,8;1;no
MD;166;area_code_415;no;no;0;136,1;116;23,1;181,4;93;15,4;131,4;108;5,9;11,3;4;3,1;0;no
WY;94;area_code_408;no;no;0;207,0;109;35,2;167,4;80;14,2;238,2;117;10,7;2,6;6;0,7;1;no
FL;85;area_code_408;no;yes;33;207,9;95;35,3;233,5;88;19,9;221,3;92;10,0;13,5;3;3,7;1;no
TN;80;area_code_415;yes;no;0;276,5;122;47,0;195,6;79;16,6;210,3;78;9,5;7,2;3;1,9;1;yes
NC;210;area_code_415;no;yes;31;313,8;87;53,4;147,7;103;12,6;192,7;97;8,7;10,1;7;2,7;3;no
IN;88;area_code_415;yes;yes;25;288,5;114;49,1;203,4;74;17,3;228,4;117;10,3;13,0;5;3,5;1;no
IA;100;area_code_408;no;no;0;210,9;85;35,9;329,3;69;28,0;127,1;78;5,7;9,4;5;2,5;4;no
WV;154;area_code_408;no;yes;35;64,9;76;11,0;184,1;91;15,7;151,6;75;6,8;14,6;1;3,9;1;no
UT;32;area_code_510;no;yes;26;243,5;137;41,4;236,8;108;20,1;173,3;149;7,8;9,0;9;2,4;1;no
GA;18;area_code_408;no;no;0;197,0;97;33,5;203,7;107;17,3;202,0;105;9,1;8,7;3;2,4;3;no
AK;126;area_code_415;no;yes;31;278,0;88;47,3;253,2;65;21,5;223,2;114;10,0;8,7;4;2,4;0;no
MS;29;area_code_510;no;no;0;313,2;103;53,2;216,3;151;18,4;218,4;106;9,8;12,8;4;3,5;2;yes
AR;86;area_code_408;no;yes;16;145,7;88;24,8;191,0;129;16,2;215,5;82;9,7;11,3;7;3,1;0;no
AK;138;area_code_415;no;yes;37;75,8;102;12,9;173,6;147;14,8;162,6;96;7,3;8,2;13;2,2;0;no
ME;175;area_code_415;no;no;0;132,0;95;22,4;231,2;74;19,7;313,4;108;14,1;8,7;10;2,4;1;no
WV;74;area_code_510;no;no;0;124,0;102;21,1;262,1;101;22,3;268,2;98;12,1;11,7;2;3,2;2;no
CT;48;area_code_415;no;no;0;171,9;98;29,2;159,0;127;13,5;139,5;101;6,3;7,6;3;2,1;2;no
GA;74;area_code_510;no;yes;31;249,4;70;42,4;209,5;59;17,8;180,6;75;8,1;9,9;2;2,7;4;no
NV;105;area_code_415;yes;no;0;228,4;100;38,8;145,1;108;12,3;245,3;140;11,0;7,7;7;2,1;0;no
VT;157;area_code_510;no;no;0;168,6;71;28,7;205,1;48;17,4;175,8;88;7,9;5,9;2;1,6;3;no
DC;217;area_code_415;no;no;0;123,7;138;21,0;248,5;105;21,1;269,6;78;12,1;13,3;4;3,6;0;no
TN;68;area_code_415;no;no;0;178,7;61;30,4;252,3;84;21,5;255,7;76;11,5;8,4;4;2,3;1;no
OR;80;area_code_415;no;no;0;113,2;86;19,2;185,5;97;15,8;237,3;145;10,7;9,5;5;2,6;1;no
MS;38;area_code_415;no;yes;25;142,4;106;24,2;313,7;109;26,7;126,6;117;5,7;13,4;6;3,6;2;no
CO;140;area_code_415;no;no;0;149,7;71;25,5;212,5;97;18,1;245,9;67;11,1;12,6;4;3,4;3;no
AR;98;area_code_415;no;no;0;227,1;116;38,6;120,5;103;10,2;117,0;102;5,3;4,7;4;1,3;5;yes
PA;114;area_code_415;no;no;0;155,3;75;26,4;169,9;87;14,4;207,0;133;9,3;12,6;5;3,4;2;no
MN;46;area_code_408;no;no;0;156,4;105;26,6;185,5;98;15,8;226,7;96;10,2;11,8;3;3,2;1;no
NM;118;area_code_415;no;yes;42;148,7;105;25,3;167,3;105;14,2;270,6;105;12,2;10,4;7;2,8;0;no
UT;37;area_code_510;no;no;0;271,7;112;46,2;155,1;96;13,2;199,5;97;9,0;6,6;4;1,8;3;no
MS;98;area_code_415;yes;yes;23;245,5;54;41,7;292,7;83;24,9;184,0;90;8,3;10,8;7;2,9;1;no
NV;113;area_code_510;no;no;0;245,3;108;41,7;259,9;140;22,1;204,3;115;9,2;10,7;2;2,9;3;yes
OR;69;area_code_408;no;no;0;196,1;87;33,3;236,8;66;20,1;182,3;75;8,2;11,9;1;3,2;0;no
VA;121;area_code_415;no;no;0;134,1;112;22,8;195,1;104;16,6;159,6;139;7,2;10,5;2;2,8;2;no
NJ;59;area_code_510;yes;yes;31;225,0;78;38,3;191,3;79;16,3;226,7;79;10,2;9,1;3;2,5;1;no
WV;59;area_code_510;no;no;0;189,7;100;32,3;115,9;133;9,9;220,6;115;9,9;7,4;4;2,0;0;no
OR;190;area_code_415;no;no;0;142,9;96;24,3;177,9;96;15,1;113,3;117;5,1;6,6;4;1,8;0;no
KY;109;area_code_415;no;no;0;175,6;80;29,9;238,0;94;20,2;198,4;103;8,9;10,2;6;2,8;1;no
MO;136;area_code_415;no;no;0;92,4;109;15,7;219,0;115;18,6;212,6;80;9,6;12,9;4;3,5;2;no
FL;106;area_code_510;no;no;0;159,6;94;27,1;276,8;118;23,5;223,5;65;10,1;8,8;3;2,4;0;no
WV;129;area_code_415;no;no;0;159,1;100;27,1;202,5;90;17,2;233,1;96;10,5;11,5;6;3,1;2;no
DE;99;area_code_415;no;no;0;254,4;120;43,3;159,3;92;13,5;264,4;94;11,9;6,0;5;1,6;1;no
MI;61;area_code_415;no;yes;33;270,7;53;46,0;200,7;116;17,1;201,7;102;9,1;10,9;3;2,9;3;no
IL;71;area_code_415;no;no;0;207,0;112;35,2;173,8;96;14,8;178,4;61;8,0;12,1;3;3,3;1;no
UT;4;area_code_510;yes;no;0;145,3;89;24,7;303,8;93;25,8;206,1;82;9,3;8,9;4;2,4;0;no
IL;148;area_code_408;no;yes;25;230,7;102;39,2;233,8;109;19,9;215,8;90;9,7;13,5;2;3,7;3;no
WA;141;area_code_415;no;no;0;151,5;104;25,8;242,2;114;20,6;304,2;109;13,7;10,8;2;2,9;1;no
NM;56;area_code_408;no;no;0;146,1;57;24,8;196,2;97;16,7;310,1;110;14,0;9,2;3;2,5;0;no
MD;160;area_code_415;no;no;0;256,0;111;43,5;187,4;61;15,9;119,1;81;5,4;11,5;4;3,1;3;no
MT;42;area_code_415;no;no;0;150,7;52;25,6;246,7;96;21,0;103,8;118;4,7;7,0;4;1,9;2;no
CT;135;area_code_415;yes;no;0;186,0;107;31,6;66,0;94;5,6;213,1;105;9,6;12,9;4;3,5;1;no
AL;106;area_code_415;no;no;0;212,9;110;36,2;187,0;69;15,9;128,1;71;5,8;6,3;3;1,7;3;no
MO;83;area_code_415;no;yes;30;272,5;105;46,3;253,0;83;21,5;180,8;123;8,1;8,7;6;2,4;3;no
ND;110;area_code_415;no;no;0;135,1;109;23,0;205,2;99;17,4;166,3;119;7,5;11,7;4;3,2;1;no
AR;153;area_code_408;no;no;0;154,6;56;26,3;263,0;84;22,4;367,7;89;16,6;15,5;2;4,2;1;no
GA;109;area_code_510;no;yes;35;230,5;116;39,2;265,8;130;22,6;269,7;69;12,1;10,6;6;2,9;5;no
FL;31;area_code_510;no;no;0;165,4;84;28,1;203,7;107;17,3;201,7;65;9,1;8,2;1;2,2;1;no
LA;124;area_code_510;no;no;0;143,3;120;24,4;230,7;111;19,6;214,3;91;9,6;7,8;2;2,1;4;yes
UT;110;area_code_415;no;no;0;271,1;108;46,1;237,0;122;20,2;239,9;122;10,8;9,8;5;2,7;2;yes
AZ;124;area_code_415;no;no;0;253,5;104;43,1;117,9;123;10,0;248,5;104;11,2;14,0;2;3,8;0;no
NY;82;area_code_415;no;no;0;167,1;77;28,4;131,8;79;11,2;187,4;98;8,4;9,4;1;2,5;6;yes
IN;69;area_code_510;no;no;0;135,4;101;23,0;238,1;124;20,2;195,6;102;8,8;10,6;2;2,9;1;no
FL;103;area_code_415;no;no;0;158,7;90;27,0;198,4;117;16,9;181,1;76;8,2;10,5;4;2,8;1;no
NM;16;area_code_510;no;no;0;144,8;84;24,6;164,9;141;14,0;231,5;75;10,4;8,2;4;2,2;2;no
AL;119;area_code_415;no;no;0;98,8;97;16,8;146,9;68;12,5;190,7;105;8,6;10,0;4;2,7;3;no
MN;124;area_code_510;yes;no;0;157,8;71;26,8;203,2;114;17,3;168,7;82;7,6;10,0;2;2,7;3;yes
NY;122;area_code_415;no;yes;37;163,0;107;27,7;312,8;118;26,6;200,0;85;9,0;11,6;5;3,1;1;no
MD;139;area_code_415;no;no;0;181,6;119;30,9;335,7;118;28,5;149,8;64;6,7;8,3;6;2,2;4;no
KS;67;area_code_510;no;no;0;129,0;78;21,9;188,0;116;16,0;235,0;102;10,6;11,2;3;3,0;2;no
WV;84;area_code_408;no;no;0;86,0;83;14,6;260,7;86;22,2;98,6;109;4,4;8,9;4;2,4;1;no
ID;101;area_code_510;no;yes;17;193,9;71;33,0;189,8;81;16,1;196,3;97;8,8;12,6;7;3,4;0;no
MI;61;area_code_415;no;no;0;188,9;105;32,1;153,6;116;13,1;213,3;106;9,6;10,2;2;2,8;2;no
TN;120;area_code_408;yes;no;0;179,9;72;30,6;170,0;98;14,5;190,6;89;8,6;13,8;2;3,7;1;yes
CA;95;area_code_415;no;no;0;183,4;98;31,2;281,3;95;23,9;105,2;113;4,7;8,2;8;2,2;1;no
FL;98;area_code_408;no;no;0;288,1;101;49,0;137,9;93;11,7;206,5;88;9,3;0,0;0;0,0;0;no
